Card Number,NAME,SSN,Customer Address,Transaction Method,Card Entry Method,Merchant,Transaction Date,Amount Completed,Balance available,Settlement Date,Terminal Location,Institution Name,Acquiring Institution Name,IsFraud
9100116092,Rae Allen,100016093,26453 TX HWY 77W,BIN 587538,Unknown or terminal not used,BJS,9-Nov,133,40200,10-Nov,,Wells Fargo,American Express,1
9100116092,Sandy Allen,100016093,PO BOX 3758,BIN 585691,Manual key entry,Shell,1-Nov,133,38040,4-Nov,,Citigroup,Ally Financial,0
9100116092,Sasha Allen,100016093,203 14TH ST UNIT 320,BIN 514419,Mag stripe read ? CVV checking not possible,BP,3-Nov,133,40320,4-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Sheila Matthews Allen,100016093,PO BOX 3361,BIN 503993,Barcode read,Target,11-Nov,133,600,13-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Sian Barbara Allen,100016093,345 ELM AVE,BIN 503045,Unknown,BJS,13-Nov,133,840,14-Nov,,U.S. Bancorp,Bank of America,1
9100116092,Tessa Allen,100016093,532 MAIN AVE,BIN 537199,MANUAL ENTRY,MBTA,15-Nov,133,40200,16-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Kirstie Alley,100016093,338 PARK AVE,BIN 539790,SWIPED MACHINE READ,Amazon.com,2-Nov,133,38040,5-Nov,,PNC Bank,Citigroup,0
9100116092,Sara Allgood,100016093,PO BOX 3944,BIN 470738,MANUAL ENTRY,Uber,4-Nov,133,40320,5-Nov,,Capital One,Goldman Sachs,0
9100116092,Monica Allison,100016093,106 LAKESIDE CT,BIN 435516,SWIPED MACHINE READ,Draftkings,6-Nov,133,40200,8-Nov,,HSBC,Morgan Stanley,0
9100116092,Elvia Allman,100016093,PO BOX 6960,BIN 587512,Unknown or terminal not used,Nightlife,8-Nov,133,600,9-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Jamie Anne Allman,100016093,2507 GLEN VIEW DR,BIN 577811,Manual key entry,Target,10-Nov,317,840,11-Nov,,State Street,Citizens Bank,0
9100116092,Astrid Allwyn,100016093,1172 COUNTY ROAD 8B,BIN 577811333,Mag stripe read ? CVV checking not possible,BJS,12-Nov,75,38040,15-Nov,,BB&T,USAA,1
9100116092,June Allyson,100016093,691 PONDEROSA DR,BIN 468254,Barcode read,Shell,14-Nov,216,40200,15-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Daniella Alonso,100016093,21348 LANNING RD,BIN 46825403,Unknown,Flowers.com,16-Nov,75,600,18-Nov,,Charles Schwab,BMO Harris Bank,1
9100116092,Corinne Alphen,100016093,1331 PITKIN AVE APT 14,BIN 46825405,MANUAL ENTRY,Walmart,7-Nov,75,840,8-Nov,,American Express,Santander Bank,0
9100116092,Carol Alt,100016093,5035 COUNTY ROAD 335 #259,BIN 46825406,SWIPED MACHINE READ,Target,9-Nov,5,600,10-Nov,,Ally Financial,Regions Bank,0
9100116092,Summer Altice,100016093,626 LARIAT LOOP,BIN 46825407,MANUAL ENTRY,BJS,11-Nov,7,840,14-Nov,,RBC Bank,M&T Bank,1
9100116092,Angela Alvarado,100016093,51 BOBCAT LN,BIN 477440,SWIPED MACHINE READ,Shell,2-Nov,335,40200,3-Nov,,Citizens Bank,Northern Trust,0
9100116092,Trini Alvarado,100016093,PO BOX 47,BIN 489265,Unknown or terminal not used,BP,4-Nov,5,40320,6-Nov,,USAA,Union Bank,0
9100116092,Monique Alvarez,100016093,551 PRIMAVERA ST,BIN 504351,Manual key entry,Target,6-Nov,7,38040,7-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Betty Amann,100016093,1721 JUNIPER ST,BIN 504847,Mag stripe read ? CVV checking not possible,BJS,8-Nov,317,600,9-Nov,,BMO Harris Bank,MSN Banknorth,1
9100116092,Erika Amato,100016093,254 WREN CT,BIN 485082,Barcode read,MBTA,5-Nov,5,840,8-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Kimberly Amato,100016093,2602 S OAK HURST CT APT 20,BIN 477401,Unknown,Amazon.com,7-Nov,7,40200,8-Nov,,Regions Bank,PNC Bank,0
9100116092,Lauren Ambrose,100016093,PO BOX 217,BIN 447684,MANUAL ENTRY,Uber,9-Nov,335,40320,11-Nov,,M&T Bank,Capital One,0
9100116092,Tangie Ambrose,100016093,251 BLUE SPRUCE DR,BIN 424765,SWIPED MACHINE READ,Draftkings,1-Nov,5,38040,2-Nov,,Northern Trust,HSBC,0
9100116092,Cindy Ambuehl,100016093,21850 MYERS RD,BIN 577417,MANUAL ENTRY,Nightlife,3-Nov,7,600,4-Nov,,Union Bank,TD Bank,0
9100116092,Amerie,100016093,20543 TULIP CIR,BIN 579153,SWIPED MACHINE READ,Target,11-Nov,317,840,14-Nov,,KeyCorp,State Street,0
9100116092,Adrienne Ames,100016093,307 SOCIETY DR APT C5,BIN 428033,Unknown or terminal not used,BJS,13-Nov,5,40200,14-Nov,,MSN Banknorth,BB&T,1
9100116092,Ramsay Ames,100016093,PO BOX 789492,BIN 460614,Manual key entry,Shell,15-Nov,7,40320,17-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Rosemary Ames,100016093,PO BOX 1054789,BIN 502550,Mag stripe read ? CVV checking not possible,Flowers.com,2-Nov,335,38040,3-Nov,,Bank of America,Charles Schwab,1
9100116092,Mädchen Amick,100016093,4572 I-70 FRONTAGE RD,BIN 526130,Barcode read,Walmart,4-Nov,5,600,5-Nov,,Wells Fargo,American Express,0
9100116092,Suzy Amis Cameron,100016093,3281 GROVE ST APT 18,BIN 551078,Unknown,Target,6-Nov,317,840,9-Nov,,Citigroup,Ally Financial,0
9100116092,Charlene Amoia,100016093,562 RIVER VIEW DR UNIT 707,BIN 558166,MANUAL ENTRY,BJS,8-Nov,75,40200,9-Nov,,Goldman Sachs,RBC Bank,1
9100116092,Elizabeth Amsden,100016093,PO BOX 13185,BIN 553708,SWIPED MACHINE READ,Shell,10-Nov,216,40320,12-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Eva Amurri,100016093,PO BOX 16422,BIN 511785,MANUAL ENTRY,BP,12-Nov,75,38040,13-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Kristina Anapau,100016093,899 VITOS WAY,BIN 453536,SWIPED MACHINE READ,Target,14-Nov,75,600,15-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Maureen Anderman,100016093,739 35 6/10 RD,BIN 445183,Unknown or terminal not used,BJS,16-Nov,5,840,19-Nov,,PNC Bank,Citigroup,1
9100116092,Andrea Anders,100016093,1250 SUNSET DR,BIN 42655405,Manual key entry,MBTA,7-Nov,7,40200,8-Nov,,Capital One,Goldman Sachs,0
9100116092,Luana Anders,100016093,1433 MANCHESTER DR,BIN 577177,Mag stripe read ? CVV checking not possible,Amazon.com,9-Nov,335,40320,11-Nov,,HSBC,Morgan Stanley,0
9100116092,Merry Anders,100016093,161 LITTLE ELK CREEK AVE,BIN 558165,Barcode read,Uber,11-Nov,5,38040,12-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Bridgette Andersen,100016093,BETTINA BRUSCH-STRECHER,BIN 511784,Unknown,Draftkings,2-Nov,7,600,3-Nov,,State Street,Citizens Bank,0
9100116092,Audrey Marie Anderson,100016093,PO BOX 4093,BIN 532609,MANUAL ENTRY,Nightlife,4-Nov,317,840,7-Nov,,BB&T,USAA,1
9100116092,Barbara Anderson (actress),100016093,233 HARRIS ST,BIN 468258,SWIPED MACHINE READ,Target,6-Nov,5,40200,7-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Camille Anderson,100016093,1295 BEDROCK CIR,BIN 424649,MANUAL ENTRY,BJS,8-Nov,7,40320,10-Nov,,Charles Schwab,BMO Harris Bank,1
9100116092,Donna Anderson,100016093,PO BOX 21827,BIN 424650,SWIPED MACHINE READ,Shell,5-Nov,335,38040,6-Nov,,American Express,Santander Bank,0
9100116092,Dusty Anderson,100016093,PO BOX 27211,BIN 408817,Unknown or terminal not used,Flowers.com,7-Nov,5,600,8-Nov,,Ally Financial,Regions Bank,1
9100116092,Elaine Anderson Steinbeck,100016093,3724 LONE TREE LN,BIN 579289,Manual key entry,Walmart,9-Nov,7,840,12-Nov,,RBC Bank,M&T Bank,0
9100116092,Ella Anderson,100016093,1466 CONESTOGA CIR,BIN 602936,Mag stripe read ? CVV checking not possible,Target,1-Nov,317,40200,2-Nov,,Citizens Bank,Northern Trust,0
9100116092,Erika Anderson,100016093,3128 GRAND AVE,BIN 577439,Barcode read,BJS,3-Nov,5,40320,5-Nov,,USAA,Union Bank,1
9100116092,Eunice Anderson,100016093,129 CRAWFORD LN APT 3,BIN 562062,Unknown,Shell,11-Nov,7,38040,12-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Nicole Gale Anderson,100016093,PO BOX 8200,BIN 5620620,MANUAL ENTRY,BP,13-Nov,335,40200,14-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Gillian Anderson,100016093,324 LIGHT HILL RD,BIN 56206200,SWIPED MACHINE READ,Target,15-Nov,5,600,18-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Jacqueline Anderson,100016093,1340 19 RD,BIN 562067,MANUAL ENTRY,BJS,2-Nov,133,840,3-Nov,,Regions Bank,PNC Bank,1
9100116092,Jo Anderson,100016093,140 CIMARRON DR,BIN 56206700,SWIPED MACHINE READ,MBTA,4-Nov,133,600,6-Nov,,M&T Bank,Capital One,0
9100116092,Loni Anderson,100016093,PO BOX 6193,BIN 486110,Unknown or terminal not used,Amazon.com,6-Nov,133,840,7-Nov,,Northern Trust,HSBC,0
9100116092,Beverly Aadland,100016093,1634 18 RD,BIN 486113,Manual key entry,Uber,8-Nov,133,40200,9-Nov,,Union Bank,TD Bank,0
9100116092,Mariann Aalda,100016093,109 SERNANDINA ST,BIN 452387,Mag stripe read ? CVV checking not possible,Draftkings,10-Nov,133,40320,13-Nov,,KeyCorp,State Street,0
9100116092,Aaliyah,100016093,PO BOX 109,BIN 452388,Barcode read,Nightlife,12-Nov,133,38040,13-Nov,,MSN Banknorth,BB&T,0
9100116092,Angela Aames,100016093,PO BOX 2324,BIN 452389,Unknown,Target,14-Nov,133,600,16-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Caroline Aaron,100016093,PO BOX 1484,BIN 446103,MANUAL ENTRY,BJS,16-Nov,317,840,17-Nov,,Bank of America,Charles Schwab,1
9100116092,Dorothy Abbott,100016093,115 RIVERDOWN DR,BIN 441268,SWIPED MACHINE READ,Shell,7-Nov,75,40200,8-Nov,,Wells Fargo,American Express,0
9100116092,Diahnne Abbott,100016093,27655 HIGHWAY 6 TRLR 1704,BIN 566786,MANUAL ENTRY,Flowers.com,9-Nov,216,40320,12-Nov,,Citigroup,Ally Financial,1
9100116092,Rose Abdoo,100016093,PO BOX 2252,BIN 562068,SWIPED MACHINE READ,Walmart,11-Nov,75,38040,12-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Paula Abdul,100016093,PO BOX 2685,BIN 482155,Unknown or terminal not used,Target,2-Nov,75,600,4-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Rakefet Abergel,100016093,547 1ST AVE APT 5H,BIN 466002,Manual key entry,BJS,4-Nov,317,840,5-Nov,,U.S. Bancorp,Bank of America,1
9100116092,Betty Aberlin,100016093,177 COUNTY ROAD 135,BIN 461182,Mag stripe read ? CVV checking not possible,Shell,6-Nov,75,40200,7-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Donzaleigh Abernathy,100016093,137 CEDAR RIDGE WAY,BIN 562440,Barcode read,BP,8-Nov,216,38040,11-Nov,,PNC Bank,Citigroup,0
9100116092,Whitney Able,100016093,2704 H RD,BIN 562352,Unknown,Target,5-Nov,75,600,6-Nov,,Capital One,Goldman Sachs,0
9100116092,Amy Acker,100016093,34653 HIGHWAY 6,BIN 579465,MANUAL ENTRY,BJS,7-Nov,75,840,9-Nov,,HSBC,Morgan Stanley,1
9100116092,Jean Acker,100016093,PO BOX 772475,BIN 461183,SWIPED MACHINE READ,MBTA,9-Nov,5,40200,10-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Bettye Ackerman,100016093,666 SO ANNABELLE CT,BIN 461184,MANUAL ENTRY,Amazon.com,1-Nov,7,38040,2-Nov,,State Street,Citizens Bank,0
9100116092,Leslie Ackerman,100016093,2609 GREENCLIFF DR,BIN 461186,SWIPED MACHINE READ,Uber,3-Nov,335,600,6-Nov,,BB&T,USAA,1
9100116092,Anabelle Acosta,100016093,34913 PRONGHORN DR,BIN 424770,Unknown or terminal not used,Draftkings,11-Nov,5,840,12-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Acquanetta,100016093,PO BOX 4082,BIN 429229,Manual key entry,Nightlife,13-Nov,317,40200,15-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Ava Acres,100016093,12112 RCR 69,BIN 485560,Mag stripe read ? CVV checking not possible,Target,15-Nov,75,38040,16-Nov,,American Express,Santander Bank,0
9100116092,Isabella Acres,100016093,1148 E 2ND AVE APT 7,BIN 5792749,Barcode read,BJS,2-Nov,216,600,3-Nov,,Ally Financial,Regions Bank,1
9100116092,Tatum Adair,100016093,1437 AIRPORT ROAD,BIN 577781,Unknown,Shell,4-Nov,75,840,7-Nov,,RBC Bank,M&T Bank,0
9100116092,Kathryn Adams Doty,100016093,PO BOX 584,BIN 571284,MANUAL ENTRY,Flowers.com,6-Nov,75,40200,7-Nov,,Citizens Bank,Northern Trust,1
9100116092,Amy Adams,100016093,3091 PINYON PL,BIN 557260,SWIPED MACHINE READ,Walmart,8-Nov,5,40320,10-Nov,,USAA,Union Bank,0
9100116092,Beverly Adams,100016093,1302 N 21ST ST APT 306,BIN 546082,MANUAL ENTRY,Target,10-Nov,7,38040,11-Nov,,Fifth Third Bank,KeyCorp,0
9100116092,Brooke Adams (actress),100016093,PO BOX 5688,BIN 477554,SWIPED MACHINE READ,BJS,12-Nov,335,600,13-Nov,,BMO Harris Bank,MSN Banknorth,1
9100116092,Catlin Adams,100016093,53 W DRY CREEK CT,BIN 47755497,Unknown or terminal not used,Shell,14-Nov,5,840,17-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Dorothy Adams,100016093,PO BOX 2912,BIN 477857,Manual key entry,BP,16-Nov,7,40200,17-Nov,,Regions Bank,PNC Bank,0
9100116092,Eadie Adams,100016093,PO BOX 6463,BIN 47785744,Mag stripe read ? CVV checking not possible,Target,7-Nov,317,40320,9-Nov,,M&T Bank,Capital One,0
9100116092,Freya Adams,100016093,PO BOX 348,BIN 47785753,Barcode read,BJS,9-Nov,5,38040,10-Nov,,Northern Trust,HSBC,1
9100116092,Jane Adams (actress),100016093,1450 ELM AVE,BIN 47785797,Unknown,MBTA,11-Nov,317,600,12-Nov,,Union Bank,TD Bank,0
9100116092,Joey Lauren Adams,100016093,304 MEADOWOOD DR APT G1,BIN 477857999,MANUAL ENTRY,Amazon.com,2-Nov,75,840,5-Nov,,KeyCorp,State Street,0
9100116092,Julie Adams,100016093,733 STORM KING CIR,BIN 536006,SWIPED MACHINE READ,Uber,4-Nov,216,40200,5-Nov,,MSN Banknorth,BB&T,0
9100116092,Lillian Adams,100016093,131 NIMBUS DR,BIN 511817,MANUAL ENTRY,Draftkings,6-Nov,75,40320,8-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Marla Adams,100016093,PO BOX 154,BIN 511174,SWIPED MACHINE READ,Nightlife,8-Nov,75,38040,9-Nov,,Bank of America,Charles Schwab,0
9100116092,Mary Kay Adams,100016093,731 CORRAL DR,BIN 511225,Unknown or terminal not used,Target,5-Nov,5,600,6-Nov,,Wells Fargo,American Express,0
9100116092,Neile Adams,100016093,3164 GLENDAM DR,BIN 412900,Manual key entry,BJS,7-Nov,7,840,10-Nov,,Citigroup,Ally Financial,1
9100116092,Poni Adams,100016093,690 CLARKSON AVE APT B,BIN 41290075,Mag stripe read ? CVV checking not possible,Shell,9-Nov,335,40200,10-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Stella Adams,100016093,PO BOX 6287,BIN 434272,Barcode read,Flowers.com,1-Nov,5,40320,3-Nov,,Morgan Stanley,JPMorgan Chase,1
9100116092,Yolanda Adams,100016093,525 JACOBS PL,BIN 43427275,Unknown,Walmart,3-Nov,7,38040,4-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Calpernia Addams,100016093,54 POPPY CT,BIN 43427299,MANUAL ENTRY,Target,11-Nov,317,600,12-Nov,,Bank of New York Mellon,Wells Fargo,0
9100116092,Nancy Addison,100016093,303 CASTLE RIDGE DR,BIN 434272999,SWIPED MACHINE READ,BJS,13-Nov,5,840,16-Nov,,PNC Bank,Citigroup,1
9100116092,Alexandra Adi,100016093,PO BOX 1567,BIN 434472,MANUAL ENTRY,Shell,15-Nov,7,40200,16-Nov,,Capital One,Goldman Sachs,0
9100116092,Celia Adler,100016093,2013 CAMBRIDGE DR,BIN 433064,SWIPED MACHINE READ,BP,2-Nov,317,40320,4-Nov,,HSBC,Morgan Stanley,0
9100116092,Joanna P. Adler,100016093,PO BOX 86702,BIN 43306455,Unknown or terminal not used,Target,4-Nov,75,38040,5-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Sara Adler,100016093,PO BOX 107512,BIN 43306475,Manual key entry,BJS,6-Nov,216,600,7-Nov,,State Street,Citizens Bank,1
9100116092,Stella Adler,100016093,22 CEDAR CREST DR,BIN 532206,Mag stripe read ? CVV checking not possible,MBTA,8-Nov,75,840,11-Nov,,BB&T,USAA,1
9100116092,Pamela Adlon,100016093,1508 ARIZONA ST,BIN 546231,Barcode read,Amazon.com,10-Nov,75,40200,11-Nov,,SunTrust Bank,Fifth Third Bank,0
9100116092,Iris Adrian,100016093,1050 E COLUMBINE AVE,BIN 5462317,Unknown,Uber,12-Nov,5,40320,14-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Uzo Aduba,100016093,216 VISTA HILLS DR,BIN 561196,MANUAL ENTRY,Draftkings,14-Nov,7,38040,15-Nov,,American Express,Santander Bank,0
9100116092,Aarthi Agarwal,100016093,PO BOX 1786,BIN 446826,SWIPED MACHINE READ,Nightlife,16-Nov,335,600,17-Nov,,Ally Financial,Regions Bank,0
9100116092,Shohreh Aghdashloo,100016093,291 MOUNTAIN VIEW ST,BIN 455415,MANUAL ENTRY,Target,7-Nov,5,840,10-Nov,,RBC Bank,M&T Bank,0
9100116092,Dianna Agron,100016093,PO BOX 2317916,BIN 4554157,SWIPED MACHINE READ,BJS,9-Nov,7,40200,10-Nov,,Citizens Bank,Northern Trust,1
9100116092,Christina Aguilera,100016093,PO BOX 3090825,BIN 472135,Unknown or terminal not used,Shell,11-Nov,317,40320,13-Nov,,USAA,Union Bank,0
9100116092,Lassie Lou Ahern,100016093,3 CHARTER OAK AVE UNIT 1,BIN 567368,Manual key entry,Flowers.com,2-Nov,5,38040,3-Nov,,Fifth Third Bank,KeyCorp,1
9100116092,Peggy Ahern,100016093,538 TAMARACK DR UNIT 403,BIN 566335,Mag stripe read ? CVV checking not possible,Walmart,4-Nov,7,40200,5-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Rita Rani Ahuja,100016093,321 SAGEMONT CIR,BIN 541016,Barcode read,Target,6-Nov,335,600,9-Nov,,Santander Bank,Bank of New York Mellon,0
9100116092,Mary Ainslee,100016093,1861 GRACELAND DR,BIN 551946,Unknown,BJS,8-Nov,5,840,9-Nov,,Regions Bank,PNC Bank,1
9100116092,Helen Ainsworth,100016093,404 BALLARD AVE,BIN 588076,MANUAL ENTRY,Shell,5-Nov,7,600,7-Nov,,M&T Bank,Capital One,0
9100116092,Lexi Ainsworth,100016093,PO BOX 8802,BIN 469508,SWIPED MACHINE READ,BP,7-Nov,317,840,8-Nov,,Northern Trust,HSBC,0
9100116092,Soumaya Akaaboune,100016093,641 1/2 IAN CT,BIN 533070,MANUAL ENTRY,Target,9-Nov,5,40200,10-Nov,,Union Bank,TD Bank,0
9100116092,Karen Akers,100016093,2381 VAN GORDON ST,BIN 455406,SWIPED MACHINE READ,BJS,1-Nov,7,40320,4-Nov,,KeyCorp,State Street,1
9100116092,Desiree Akhavan,100016093,922 MAIN ST,BIN 448048,Unknown or terminal not used,MBTA,3-Nov,335,38040,4-Nov,,MSN Banknorth,BB&T,0
9100116092,Shuko Akune,100016093,9449 6097 RD,BIN 431598,Manual key entry,Amazon.com,11-Nov,5,600,13-Nov,,JPMorgan Chase,SunTrust Bank,0
9100116092,Mackenzie Aladjem,100016093,411 AABC STE 1A,BIN 502764,Mag stripe read ? CVV checking not possible,Uber,13-Nov,317,840,14-Nov,,Bank of America,Charles Schwab,0
9100116092,Lori Alan,100016093,PO BOX 6595,BIN 490206,Barcode read,Draftkings,15-Nov,75,40200,16-Nov,,Wells Fargo,American Express,0
9100116092,Morjana Alaoui,100016093,PO BOX 6075,BIN 490207,Unknown,Nightlife,2-Nov,216,40320,5-Nov,,Citigroup,Ally Financial,0
9100116092,Jessica Alba,100016093,PO BOX 916,BIN 469050,MANUAL ENTRY,Target,4-Nov,75,38040,5-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Maria Alba,100016093,PO BOX 2200,BIN 449023,SWIPED MACHINE READ,BJS,6-Nov,75,600,8-Nov,,Morgan Stanley,JPMorgan Chase,1
9100116092,Mabel Albertson,100016093,PO BOX 773,BIN 4490237,MANUAL ENTRY,Shell,8-Nov,5,840,9-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Tessa Albertson,100016093,1504 COUNTY RD 245,BIN 460610,SWIPED MACHINE READ,Flowers.com,10-Nov,7,40200,11-Nov,,Bank of New York Mellon,Wells Fargo,1
9100116092,Lola Albright,100016093,PO BOX 4942,BIN 586678,Unknown or terminal not used,Walmart,12-Nov,335,38040,15-Nov,,PNC Bank,Citigroup,0
9100116092,Beatrice Alda,100016093,PO BOX 5665,BIN 58667899,Manual key entry,Target,14-Nov,5,600,15-Nov,,Capital One,Goldman Sachs,0
9100116092,Elizabeth Alda,100016093,5126 FRYING PAN RD,BIN 587325,Mag stripe read ? CVV checking not possible,BJS,16-Nov,7,840,18-Nov,,HSBC,Morgan Stanley,1
9100116092,Rutanya Alda,100016093,118 W PARK ST,BIN 448044,Barcode read,Shell,7-Nov,317,40200,8-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Mary Alden,100016093,PO BOX 3527,BIN 491468,Unknown,BP,9-Nov,317,38040,10-Nov,,State Street,Citizens Bank,0
9100116092,Mari Aldon,100016093,713 E 5TH ST,BIN 472713,MANUAL ENTRY,Target,11-Nov,75,600,14-Nov,,BB&T,USAA,1
9100116092,Kay Aldridge,100016093,PO BOX 1682,BIN 588075,SWIPED MACHINE READ,BJS,2-Nov,216,840,3-Nov,,SunTrust Bank,Fifth Third Bank,1
9100116092,Raquel Alessi,100016093,PO BOX 1745,BIN 58807500,MANUAL ENTRY,MBTA,4-Nov,75,40200,6-Nov,,Charles Schwab,BMO Harris Bank,0
9100116092,Alex ter Avest,100016093,743 ROUTE GOURDON,BIN 5880751,SWIPED MACHINE READ,Amazon.com,6-Nov,75,38040,7-Nov,,American Express,Santander Bank,0
9100116092,Denise Alexander,100016093,1558 SHADOW RUN COURT #D301,BIN 56704600,Unknown or terminal not used,Uber,8-Nov,5,40320,9-Nov,,Ally Financial,Regions Bank,0
9100116092,Jaimie Alexander,100016093,655 1/2 MAIN AVE,BIN 586707,Manual key entry,Draftkings,5-Nov,7,600,8-Nov,,RBC Bank,M&T Bank,0
9100116092,Jane Alexander,100016093,PO BOX 6066,BIN 460725,Mag stripe read ? CVV checking not possible,Nightlife,7-Nov,335,840,8-Nov,,Citizens Bank,Northern Trust,0
9100116092,Katharine Alexander,100016093,32853 S ELK DR,BIN 429546,Barcode read,Target,9-Nov,5,40200,11-Nov,,USAA,Union Bank,0
9100116092,Khandi Alexander,100016093,PO BOX 1770,BIN 408095,Unknown,BJS,1-Nov,7,38040,2-Nov,,Fifth Third Bank,KeyCorp,1
9100116092,Olivia Alexander,100016093,PO BOX 6993,BIN 510675,MANUAL ENTRY,Shell,3-Nov,317,40320,4-Nov,,BMO Harris Bank,MSN Banknorth,0
9100116092,Sasha Alexander,100016093,PO BOX 1151,BIN 54101609,SWIPED MACHINE READ,Flowers.com,11-Nov,5,600,14-Nov,,Santander Bank,Bank of New York Mellon,1
9100116092,Gloria Alexandra,100016093,2504 CISAR CT UNIT C1,BIN 587589,MANUAL ENTRY,Walmart,13-Nov,7,840,14-Nov,,Regions Bank,PNC Bank,0
9100116092,Tiana Alexandra,100016093,PO BOX 6187,BIN 477428,SWIPED MACHINE READ,Target,15-Nov,335,40200,17-Nov,,M&T Bank,Capital One,0
9100116092,Sadie Alexandru,100016093,229 MESA GRANDE DR,BIN 477429,Unknown or terminal not used,BJS,2-Nov,5,38040,3-Nov,,Northern Trust,HSBC,1
9100116092,Marnie Alexenburg,100016093,254 SHOOTER LN,BIN 475416,Manual key entry,Shell,4-Nov,317,40320,5-Nov,,Union Bank,TD Bank,0
9100116092,Kristian Alfonso,100016093,382 STAGECOACH LN,BIN 447991,Mag stripe read ? CVV checking not possible,BP,6-Nov,75,40200,9-Nov,,KeyCorp,State Street,0
9100116092,Brittney Alger,100016093,7405 COUNTY ROAD 312,BIN 442565,Barcode read,Target,8-Nov,216,600,9-Nov,,MSN Banknorth,BB&T,0
9100116092,Khalilah Ali,100016093,143 COMMONWEALTH AVE #C35,BIN 477331,Unknown,BJS,10-Nov,75,840,12-Nov,,JPMorgan Chase,SunTrust Bank,1
9100116092,Tatyana Ali,100016093,2280 LONDON WAY,BIN 511061,MANUAL ENTRY,MBTA,12-Nov,75,38040,13-Nov,,Bank of America,Charles Schwab,0
9100116092,Veronica Porché Ali,100016093,1728 HOWARD AVE UNIT B,BIN 511133,SWIPED MACHINE READ,Amazon.com,14-Nov,5,40200,15-Nov,,Wells Fargo,American Express,0
9100116092,Mary Alice,100016093,1804 W 2ND ST TRLR 6,BIN 577657,MANUAL ENTRY,Uber,16-Nov,7,600,19-Nov,,Citigroup,Ally Financial,0
9100116092,Ana Alicia,100016093,139 JUNIPER TRL,BIN 539174,SWIPED MACHINE READ,Draftkings,7-Nov,335,840,8-Nov,,Goldman Sachs,RBC Bank,0
9100116092,Bianca Allaine,100016093,PO BOX 1417,BIN 557187,Unknown or terminal not used,Nightlife,9-Nov,5,38040,11-Nov,,Morgan Stanley,JPMorgan Chase,0
9100116092,Ava Allan,100016093,PO BOX 774261,BIN 579145,Manual key entry,Target,11-Nov,7,40200,12-Nov,,U.S. Bancorp,Bank of America,0
9100116092,Maud Allan,100016093,PO BOX 5655,BIN 472139,Mag stripe read ? CVV checking not possible,BJS,2-Nov,317,600,3-Nov,,Bank of New York Mellon,Wells Fargo,1
9100116092,Louise Allbritton,100016093,323 BIG PINON DR,BIN 462110,Barcode read,Shell,4-Nov,5,600,7-Nov,,PNC Bank,Citigroup,0
9100116092,Gia Allemand,100016093,PO BOX 337,BIN 445184,Unknown,Flowers.com,6-Nov,7,840,7-Nov,,Capital One,Goldman Sachs,1
9100116092,Aleisha Allen,100016093,16033 6250 RD,BIN 493012,MANUAL ENTRY,Walmart,8-Nov,335,40200,10-Nov,,HSBC,Morgan Stanley,0
9100116092,Amy Allen,100016093,631 HUNTER CREEK DR,BIN 493044,SWIPED MACHINE READ,Target,5-Nov,5,40320,6-Nov,,TD Bank,U.S. Bancorp,0
9100116092,Barbara Jo Allen,100016093,444 N 8TH ST,BIN 494327,MANUAL ENTRY,BJS,7-Nov,7,38040,8-Nov,,State Street,Citizens Bank,1
9100116092,Billie Allen,100016093,3151 SKYLARK CT,BIN 400936,SWIPED MACHINE READ,Shell,9-Nov,317,600,12-Nov,,BB&T,USAA,1
